"title","orgName","subDeptName","bidValue","publishDate","detailUrl","inquiryDeadline","bidDeadline","bidDeadlineTime","bidDeadlineDaysLeft","inquiryDeadlineDaysLeft","keyword","keywordEng","tenderOpenDays"
"توريد وتركيب منصة عرض بنظام التأجير و منصة تتويج للفائزين بالمراكز الثلالثة الاولى لفعالية الاولمب ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=AHbpCK4nbmXiPY9XVa8grA==","2025-09-19","2025-09-22","09:59",-59,-62,"منصة","platform",7
"تأمين اشتراك سنوي في منصة وحدة الذكاء الاقتصادي للمركز السعودي للشراكات الاستراتيجية الدولية.","المركز السعودي للشراكات الاستراتيجية الدولية","الفرع الرئيسي","1000","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20G5g0QSkyw*@@**NK4lckeZHlQ==","2025-09-18","2025-10-02","09:59",-49,-63,"منصة","platform",17
"تحسينات وتقديم الدعم الفني لنظام الحوكمة والالتزام والمخاطر واستمرارية الأعمال GRC","صندوق التنمية العقارية","الإدارة العامة للمشتريات والعقود  -  قسم المناقصات","1500","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=hqJzOzYUwcS18jR5YOK03g==","2025-09-26","2025-10-02","09:59",-49,-55,"منصة","platform",17
"توفير وتطوير خدمة نبأ الشاملة","ديوان المظالم","ادارة العقود والمشتريات","700","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=x9EyfqGAbkp9ToDK3i85LA==","2025-09-26","2025-10-02","09:59",-49,-55,"منصة","platform",17
"إشتراك في منصة توظيف للإعلان عن الوظائف","مجلس الضمان الصحي","إدارة العقود والمشتريات","200","2025-09-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=NyQGqLV*@@**fzaVd1Butdkk5Q==","2025-09-17","2025-09-22","09:59",-59,-64,"منصة","platform",8
"تجديد شرائح بيانات انترنت الاشياء للترانزيت","هيئة الزكاة والضريبة والجمارك","إدارة المشتريات والمناقصات","800","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=absokImo7FM2wT7GJAOQ1Q==","2025-09-24","2025-10-15","09:59",-36,-57,"منصة","platform",32
"مشروع توحيد الأعمال في منظومة التنمية","صندوق التنمية الوطني","ادارة المشتريات  -  المركز الرئيسي","500","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=YIX3KsSwRFQvfFSeTuh2ug==","2025-09-30","2025-10-09","13:00",-41,-51,"منصة","platform",29
"مشروع تجديد رخص أداة حوكمة البيانات","المؤسسة العامة لتحلية المياه المالحة","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20RI*@@**3xXt5DazgNyiz04iFg==","2025-09-21","2025-09-28","10:00",-53,-60,"منصة","platform",18
"منصة التدريب الالكترونية","مدينة الملك عبدالله للطاقة الذرية والمتجددة","المشتريات","800","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=s7BiilUWNhWW3yWMwreD4Q==","2025-09-23","2025-09-27","09:59",-54,-58,"منصة","platform",17
"مشروع تجديد الدعم الفني وتجديد رخص تطبيق ومنصة آمرني في وزارة النقل والخدمات اللوجستية – المرحلة الث ...","وزارة النقل والخدمات اللوجستية","الديوان العام  -  ديوان الوزارة  - المنافسات والعقود","5500","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MypZyFMNFl2uK49fMIbVyw==","2025-09-21","2025-09-30","09:59",-51,-60,"منصة","platform",20
"إدارة وتطوير محتوى وبيانات المنصة الرقمية القطاعية لتنمية القدرات البشرية في قطاع الطاقة","مدينة الملك عبدالله للطاقة الذرية والمتجددة","المشتريات","1500","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=jCze3rotURrloCp%20Uf60Tw==","2025-10-10","2025-10-12","12:00",-39,-41,"منصة","platform",33
"زيادة رخص خدمة منصة الاشعارات","هيئة التأمين","المشتريات","600","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8t2Mq8VNbe20UtzHELa*@@**sQ==","2025-09-25","2025-09-30","10:00",-51,-56,"منصة","platform",21
"توفير الاشتراك في منصة (ScienceDirect) لمنسوبي جامعة الملك سعود","جامعة الملك سعود","الادارة العامة للمشتريات","1500","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=g91vzTdVlKcVXaqpKOQc3Q==","2025-10-09","2025-10-12","15:00",-38,-42,"منصة","platform",33
"رخص نظام أمن البريد الإلكتروني","هيئة تقويم التعليم","الادارة العامة للمشتريات والعقود","1000","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=qJ2trp8PtVFE1a*@@**J29i%20rg==","2025-09-16","2025-09-28","07:50",-53,-65,"منصة","platform",19
"مشروع تنفيذ وتطوير منصة أتمتة الابتكار والأبحاث الذكية","المؤسسة العامة لتحلية المياه المالحة","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**Py2Yzdyh%20XW*@@**guA0Bpxdw==","2025-09-29","2025-09-30","10:00",-51,-52,"منصة","platform",21
"تطوير ودعم فني لمنصة التنسيق التشغيلي (امداد)","المؤسسة العامة لتحلية المياه المالحة","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=XdjJEvmXr2NBupJk4s0g0w==","2025-09-19","2025-09-25","09:59",-56,-62,"منصة","platform",17
"تشغيل الخدمات الالكترونية لمراكز ضيافة الأطفال","وزارة الموارد البشرية والتنمية الاجتماعية","إدارة المشتريات","200","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=iVmndmumuTn0nlNOpKONPQ==","2025-09-17","2025-09-21","10:00",-60,-64,"منصة","platform",13
"تجهيز منصة تطوير منخفضة اكواد / بلا اكواد وتنفيذ تطوير منصات الصندوق الداخلية والخارجية","صندوق التنمية الصناعية","المنافسات","600","2025-09-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MItMdM3zZ2W1a%20Z1*@@**pAmpA==","2025-09-21","2025-09-29","10:00",-52,-60,"منصة","platform",22
"واجهة تطبيقية وقاعدة بيانات للأودية والشعاب وأحرامها في المملكة العربية السعودية - مشروع ""وديان","هيئة المساحة الجيولوجية السعودية","ادارة الشؤون الادارية والمالية  -  إدارة المشتريات والمنافسات","600","2025-09-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=YynfSawUzGFkjh4HaKk1EA==","2025-09-18","2025-10-09","09:59",-42,-63,"منصة","platform",32
"الخدمات التشغيلية للرقابة والامتثال","المؤسسة العامة لتحلية المياه المالحة","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-09-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mYfqOcPbLUJFbDqOGKzRHA==","2025-09-22","2025-09-24","10:00",-57,-59,"منصة","platform",18
"توفير منصة حماية المخاطر الرقمية المدارة بالكامل للمركز السعودي للشراكات الاستراتيجية الدولية","المركز السعودي للشراكات الاستراتيجية الدولية","الفرع الرئيسي","700","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=tGWLlsiY2qX63ZxsTMZW2w==","2025-09-14","2025-09-24","17:00",-56,-67,"منصة","platform",21
"توريد كشافات إنارة تعمل بالطاقة الشمسية وأعمدة","أمانة منطقة الرياض","بلدية البديع","700","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=InJqD7q7YUe6Iax%20Qo2roQ==","2025-09-14","2025-09-21","09:59",-60,-67,"منصة","platform",18
"خدمة الإشتراك في منصة قاعدة بيانات مؤشرات أداء جودة التمريض في المستشفيات التابعة","وزارة الصحه الديوان العام","ديوان الوزارة ، الإدارة العامة للعقود والمشتريات","1000","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=dgPujAY8UNSSp0Pp6DiohQ==","2025-10-06","2025-10-19","09:00",-32,-45,"منصة","platform",47
"شراء رخص التوظيف في منصة لينكد إن (Recruiter – Corporate) (اعادة طرح )","الادارة العامة لمشروع ينبع","مدينة ينبع الصناعية  -  إدارة المشتريات  -  قسم المشتريات","600","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=QVEVYobBGFSX0yzp1wLSIA==","2025-09-12","2025-09-23","09:59",-58,-69,"منصة","platform",22
"تقديم خدمات تسويق الفعاليات","الهيئة العامة للمعارض والمؤتمرات","المركز الرئيسي","1000","2025-09-01","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=DvGyfFbNX5aazOlrsbNHDQ==","2025-09-11","2025-09-17","10:00",-64,-70,"منصة","platform",17
"الخدمات المدارة لتشغيل وصيانة عنوان الأعمال المعتمد","مؤسسة البريد السعودي","الإدارة العامة لسلاسل الامداد","1000","2025-09-01","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=uaHrQCt0eGSCUkxkjJe7wg==","2025-10-02","2025-10-07","10:00",-44,-49,"منصة","platform",37
"تنفيذ حل رقمي لإدارة وتحليلات أصول البنية التحتية","مركز مشاريع البنية التحتية بمنطقة الرياض","مركز مشاريع البنية التحتية بمنطقة الرياض","1000","2025-08-31","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20NJlGZVSw%207j8*@@**Ip*@@**cdTCg==","2025-10-06","2025-10-15","10:00",-36,-45,"منصة","platform",46
"توريد وتفعيل رخص اشتراك واستخدام منصة رقمية مالية لبيانات الأسواق الاقتصادية ومعلومات الشركات والمؤس ...","صندوق التنمية العقارية","الإدارة العامة للمشتريات والعقود  -  قسم المناقصات","2500","2025-08-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=U*@@**XGnBvGEj2mc*@@**48a4F%200Q==","2025-09-07","2025-09-15","09:59",-66,-74,"منصة","platform",19
"منصة ساين إت للتوقيع الإلكتروني لجامعة الملك سعود بن عبدالعزيز للعلوم الصحية بالرياض","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-08-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=F2Wl3bCR8Ts6*@@**jud0nc1kQ==","2025-09-07","2025-09-13","09:59",-68,-74,"منصة","platform",17
"منافسة تحديث أنظمة إنذار الحريق الحالي إلى نظام حديث متطور بمستشفى الملك عبدالعزيز بالأحساء التابع ل ...","الشؤون الصحیة بوزارة الحرس الوطني","مناقصات مستشفى الملك عبدالعزيز بالاحساء ومستشفى الامام عبدالرحمن بن فيصل بالدمام","1000","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=DmUOOgSbhfcennwrxnl%202Q==","2025-09-11","2025-10-06","08:00",-45,-70,"منصة","platform",41
"عقد النظافة – (تشغيل منظومة ذكية لإدارة عقود الأداء لمشاريع إدارة النفايات والاصحاح البيئي)","أمانة منطقة نجران","ادارة المنافسات","800","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=YYiwsAu5Hf39viLD3XSc7Q==","2025-09-05","2025-09-28","10:00",-53,-76,"منصة","platform",34
"مركز الاتصال السحابي Cloud Call Center","صندوق التنمية العقارية","الإدارة العامة للمشتريات والعقود  -  قسم المناقصات","1500","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=iHSIIFK%20wkXFeHhvI0GvqA==","2025-09-05","2025-09-11","09:59",-70,-76,"منصة","platform",17
"الخدمات المدارة لتصميم وتطوير وتشغيل الحلول الرقمية","صندوق تنمية الموارد البشرية","هدف","3500","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=gqvkpDB2Advd6NHpuGlB%20Q==","2025-09-04","2025-09-25","09:59",-56,-77,"منصة","platform",32
"خدمات البحث والوصول الى كفاءات مناسبة","هيئة الرقابة النووية والإشعاعية","هيئة الرقابة النووية والاشعاعية","1000","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=0VSTTr1dPllApLkayj5Q5Q==","2025-09-04","2025-09-10","09:59",-71,-77,"منصة","platform",17
"نظام ادارة القروض و التحصيل","صندوق التنمية الثقافي","صندوق التنمية الثقافي","1250","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5pmKos67v9vty3HLO47Ueg==","2025-09-23","2025-10-02","10:00",-49,-58,"منصة","platform",39
"الاشتراك في منصة عالمية ومنصة محلية","بنك المنشآت الصغيرة والمتوسطة","عمليات مشتريات بنك المنشآت الصغيرة والمتوسطة","1200","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Nrtr5ZVELUpz*@@**qsma3Uwkg==","2025-09-14","2025-09-17","09:30",-64,-67,"منصة","platform",24
"توفير منصة إدارة الخطط الإستراتيجية بتجمع المدينة المنورة الصحي","تجمع المدينة المنورة الصحي","تجمع المدينة المنورة الصحي","800","2025-08-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=9x3a9xr*@@**J9F*@@**u%203sdyT9UA==","2025-09-11","2025-09-16","10:00",-65,-70,"منصة","platform",24
"تامين منصة دعم اتخاذ القرار","القوات الخاصة للأمن والحماية","المقر الرئيسي","1500","2025-08-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=hKL6qSdb%206yNDuGUkT6QKA==","2025-08-29","2025-09-09","09:59",-72,-83,"منصة","platform",17
"الاشتراك في منصة لقواعد المعلومات البحثية باللغة العربية والأجنبية المتخصصة","هيئة تقويم التعليم","الادارة العامة للمشتريات والعقود","1000","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**IxsGd7HOzXDqI4p%20WQCnw==","2025-08-26","2025-09-07","09:59",-74,-86,"منصة","platform",18
"مشروع تجديد الدعم الفني الخاص بنظام الربط مع منصة صرف","جامعة الملك سعود","الادارة العامة للمشتريات","2500","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=l53dm7Wikm3rV70VaHSlDA==","2025-09-04","2025-09-07","15:00",-73,-77,"منصة","platform",18
"مشروع الدعم الفني لمنصة الحقوق والمزايا المالية ""صرف"" بجامعة بيشة","جامعة بيشة","أدارة العقود والمشتريات","600","2025-08-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=BetVmxH7VekQNii90UApow==","2025-09-04","2025-09-07","14:00",-73,-77,"منصة","platform",19
